OBJECTID;NOM_ARRET;LIGNE;DIRECTION;NUMERIQUE_ARRET;LETTRE_DE_QUAI;SLOID;ORIENTATION_COMPASS;E;N
31;Confignon, Berthet;02;02 (02 (Confignon, Cressy));JBRT00;O;ch:1:sloid:92757:0:420905;160;2495935.25;1115533.95
32;Confignon, Berthet;02;02 (02 (Genève, Plage));JBRT01;P;ch:1:sloid:92757:0:928874;340;2495941.55;1115543.18
33;Onex, Galeries du Loup;02;02 (02 (Genève, Plage));GLOU01;G;ch:1:sloid:93033:0:416712;49;2496755.55;1115736.61
34;Bernex, Cressy;02;02 (02 (Genève, Plage));CRSY00;Q;ch:1:sloid:92755:0:637672;299;2495736.19;1115437.6
35;Onex, Salle communale;02;02 (02 (Confignon, Cressy));ONEX02;C;ch:1:sloid:87080:0:900427;240;2496546.13;1115556.19
36;Onex, Duret;02;02 (02 (Genève, Plage));VDUR01;R;ch:1:sloid:93043:0:611902;63;2497004.75;1115956.5
37;Genève, Plage;02,06;02,06 (02 (Genève, Plage),06 (Genève, Plage));PLGE00;A;ch:1:sloid:87059:0:357051;241;2502234.68;1118556.41
38;Genève, Parc Plage Eaux-Vives;02,06;02,06 (02 (Genève, Plage),06 (Genève, Plage));PARC01;F;ch:1:sloid:92876:0:865750;56;2501877.41;1118325.39
39;Genève, Place des Eaux-Vives;02,06;02,06 (02 (Genève, Plage),06 (Genève, Plage));PLEV02;Q;ch:1:sloid:92883:0:342411;19;2501045.5;1117573.15
40;Genève, Rue du Lac;02,06,29;02,06,29 (02 (Genève, Plage),06 (Genève, Plage),29 (Collonge-Bellerive, Bois-Caran));RLAC01;U;ch:1:sloid:92900:0:941892;52;2501199.68;1117769.17
41;Genève, Vollandes;02,06,29;02,06,29 (02 (Genève, Plage),06 (Genève, Plage),29 (Collonge-Bellerive, Bois-Caran));VOLL01;W;ch:1:sloid:92925:0:723559;45;2501333.44;1117880.5
42;Genève, Merle-d'Aubigné;02,06,29;02,06,29 (02 (Genève, Plage),06 (Genève, Plage),29 (Collonge-Bellerive, Bois-Caran));AUBI01;H;ch:1:sloid:92854:0:403198;37;2501449.4;1118016.29
43;Genève, Parc Plage Eaux-Vives;02,06,29;02,06,29 (02 (Confignon, Cressy),06 (Vernier, village),29 (Creux-de-Genthod, gare));PARC00;E;ch:1:sloid:92876:0:82729;236;2501918.83;1118359.56
44;Genève, Sainte-Clotilde;02,19;02,19 (02 (Genève, Plage),19 (Vernier, village));SCLO01;H;ch:1:sloid:92908:0:133312;127;2499255.25;1117264.34
45;Genève, Théâtre;02,19;02,19 (02 (Genève, Plage),19 (Vernier, village));THRE01;O;ch:1:sloid:95022:0:159093;333;2499909.53;1117594.34
46;Petit-Lancy, Les Marbriers;02,19;02,19 (02 (Confignon, Cressy),19 (Onex, cité));MARB00;C;ch:1:sloid:92997:0:951274;274;2498064.25;1116977.1
47;Genève, Musée d'ethnographie;02,19;02,19 (02 (Confignon, Cressy),19 (Onex, cité));MUET01;J;ch:1:sloid:92868:0:332090;216;2499479.76;1117112.65
48;Petit-Lancy, Chemin du Bac;02,19;02,19 (02 (Confignon, Cressy),19 (Onex, cité));CBAC02;Q;ch:1:sloid:92978:0:449589;258;2497677.06;1116792.52
49;Petit-Lancy, Claire-Vue;02,19;02,19 (02 (Confignon, Cressy),19 (Onex, cité));CVUE00;E;ch:1:sloid:92980:0:42542;316;2498418.39;1116834.64
50;Petit-Lancy, Les Marbriers;02,19;02,19 (02 (Genève, Plage),19 (Vernier, village));MARB01;D;ch:1:sloid:92997:0:117238;95;2498034.45;1116970.94
51;Petit-Lancy, Claire-Vue;02,19;02,19 (02 (Genève, Plage),19 (Vernier, village));CVUE01;F;ch:1:sloid:92980:0:103622;140;2498350.36;1116881.39
52;Genève, Jonction;02,19;02,19 (02 (Genève, Plage),19 (Vernier, village));JOCT07;D;ch:1:sloid:87062:0:838082;33;2498946.78;1117382.62
53;Petit-Lancy, Cimetière St-G.;02,19;02,19 (02 (Genève, Plage),19 (Vernier, village));CIMT01;B;ch:1:sloid:92979:0:461822;81;2497864.43;1117035.88
54;Genève, Cirque;02,19;02,19 (02 (Genève, Plage),19 (Vernier, village));CIRQ04;S;ch:1:sloid:92804:0:570344;101;2499760.71;1117480.33
55;Genève, Théâtre;02,19;02,19 (02 (Confignon, Cressy),19 (Onex, cité));THRE00;N;ch:1:sloid:95022:0:750095;153;2499905.38;1117564.44
56;Petit-Lancy, Cimetière St-G.;02,19;02,19 (02 (Confignon, Cressy),19 (Onex, cité));CIMT00;A;ch:1:sloid:92979:0:364565;261;2497839.85;1117043.4
57;Genève, Musée d'ethnographie;02,19;02,19 (02 (Genève, Plage),19 (Vernier, village));MUET02;K;ch:1:sloid:92868:0:608922;127;2499450.72;1117100.63
58;Genève, Cirque;02,19;02,19 (02 (Confignon, Cressy),19 (Onex, cité));CIRQ03;T;ch:1:sloid:92804:0:631892;279;2499723.83;1117497.85
59;Genève, Bains;02,19,91;02,19,91 (02 (Genève, Plage),19 (Vernier, village),91 (Genève, Pointe de la Jonction));BANS00;X;ch:1:sloid:92782:0:121162;5;2499577.09;1117320.76
60;Onex, Galeries du Loup;02,A4;02,A4 (02 (Confignon, Cressy),A4 (Grand-Saconnex, Fret));GLOU00;H;ch:1:sloid:93033:0:460114;232;2496745.5;1115742.39
61;Onex, Salle communale;02,A4;02,A4 (02 (Genève, Plage),A4 (Grand-Saconnex, Fret));ONEX03;D;ch:1:sloid:87080:0:316566;61;2496606.19;1115580.19
62;Petit-Lancy, Chemin du Bac;02,A4,19;02,A4,19 (02 (Genève, Plage),A4 (Grand-Saconnex, Fret),19 (Vernier, village));CBAC03;R;ch:1:sloid:92978:0:745341;81;2497702.8;1116784.52
63;Genève, Merle-d'Aubigné;02,E,06,G,29;02,E,06,G,29 (02 (Confignon, Cressy),E (Genève, Rive),06 (Vernier, village),G (Genève, Rive),29 (Creux-de-Genthod, gare));AUBI00;G;ch:1:sloid:92854:0:232126;222;2501460.8;1118045.47
64;Genève, Rue du Lac;02,E,06,G,29;02,E,06,G,29 (02 (Confignon, Cressy),E (Genève, Rive),06 (Vernier, village),G (Genève, Rive),29 (Creux-de-Genthod, gare));RLAC00;T;ch:1:sloid:92900:0:741843;215;2501117.05;1117705.64
65;Genève, Vollandes;02,E,06,G,29;02,E,06,G,29 (02 (Confignon, Cressy),E (Genève, Rive),06 (Vernier, village),G (Genève, Rive),29 (Creux-de-Genthod, gare));VOLL00;V;ch:1:sloid:92925:0:340885;219;2501341.08;1117903.72
66;Genève, Gos;03;03 (03 (Genève, Crêts-de-Champel));GOS00;Q;ch:1:sloid:92776:0:192099;33;2500907.56;1116002.7
67;Genève, Calas;03;03 (03 (Genève, Crêts-de-Champel));CALA00;V;ch:1:sloid:92796:0:870166;192;2500689.97;1116177.24
68;Genève, Grand-Pré;03;03 (03 (Grand-Saconnex, Gardiol));GPRE01;F;ch:1:sloid:92832:0:299323;296;2499041.98;1119154.08
69;Genève, Colladon;03;03 (03 (Genève, Crêts-de-Champel));CODN00;C;ch:1:sloid:92808:0:423176;118;2498550.27;1119909.34
70;Genève, Miremont;03;03 (03 (Genève, Crêts-de-Champel));MIRE00;O;ch:1:sloid:92860:0:765133;143;2501028.05;1116099.65
71;Genève, Trembley;03;03 (03 (Grand-Saconnex, Gardiol));TRMB01;K;ch:1:sloid:92913:0:733975;315;2498757.79;1119329.17
72;Genève, Trembley;03;03 (03 (Genève, Crêts-de-Champel));TRMB00;J;ch:1:sloid:92913:0:79883;135;2498752.68;1119313.2
73;Genève, Crêts-de-Champel;03;03 (03 (Grand-Saconnex, Gardiol));CCHA00;S;ch:1:sloid:92813:0:258730;139;2501225.86;1115874.84
74;Grand-Saconnex, Gardiol;03;03 (03 (Genève, Crêts-de-Champel));GIOL00;I;ch:1:sloid:92944:0:417610;320;2498340.87;1120585.59
75;Genève, gare Cornavin;03;03 (03 (Grand-Saconnex, Gardiol));CVIN06;F;ch:1:sloid:87057:0:698638;316;2499955.84;1118377.98
76;Grand-Saconnex, Giacometti;03;03 (03 (Genève, Crêts-de-Champel));GIAC00;J;ch:1:sloid:92899:0:284771;132;2498233.1;1120394.56
77;Genève-Champel, gare/Peschier;03;03 (03 (Grand-Saconnex, Gardiol));GCHP01;D;ch:1:sloid:92878:0:665453;302;2500760.66;1116666.3
78;Genève, Colladon;03;03 (03 (Grand-Saconnex, Gardiol));CODN01;D;ch:1:sloid:92808:0:76852;298;2498503.56;1119944.32
79;Genève-Champel, gare;03;03 (03 (Genève, Crêts-de-Champel));GCHG00;B;ch:1:sloid:92886:0:443223;195;2500755.33;1116422.18
80;Genève, Nations;05;05 (05 (Thônex, Vallard));NATI11;F;ch:1:sloid:87058:0:440965;126;2499729.93;1119756.64
81;Genève, Baulacre;05;05 (05 (Thônex, Vallard));BCRE01;Z;ch:1:sloid:92785:0:711633;99;2499741.94;1119163.61
82;Genève, Vermont;05;05 (05 (Genève-Aéroport, Terminal));VRMT00;O;ch:1:sloid:92919:0:971029;43;2499628.27;1119439.71
83;Genève, Baulacre;05;05 (05 (Genève-Aéroport, Terminal));BCRE00;Y;ch:1:sloid:92785:0:79317;278;2499714.77;1119175.19
84;Genève-Aéroport, Terminal;05;05 (05 (Thônex, Vallard));AERO01;C;ch:1:sloid:92775:0:810006;225;2497516.21;1120816.46
85;Genève, Vidollet;05;05 (05 (Thônex, Vallard));VIDO01;V;ch:1:sloid:92921:0:486937;120;2499545.19;1119230.46
86;Genève, Vermont;05;05 (05 (Thônex, Vallard));VRMT01;P;ch:1:sloid:92919:0:647770;222;2499664.49;1119491.01
87;Genève, Vidollet;05;05 (05 (Genève-Aéroport, Terminal));VIDO00;U;ch:1:sloid:92921:0:782886;33;2499529.6;1119312.06
88;Genève, Muséum;05;05 (05 (Thônex, Vallard));MUSE03;D;ch:1:sloid:92870:0:282140;108;2501196.18;1117107.93
89;Genève, Varembé;05;05 (05 (Genève-Aéroport, Terminal));VRBE00;S;ch:1:sloid:92917:0:104511;45;2499808.68;1119616.09
90;Grand-Saconnex, Crêts-Morillon;05,08;05,08 (05 (Genève-Aéroport, Terminal),08 (Grand-Saconnex, Palexpo));MORL00;B;ch:1:sloid:92940:0:698503;313;2498857.81;1120553.17
91;Grand-Saconnex, Le Pommier;05,08;05,08 (05 (Genève-Aéroport, Terminal),08 (Grand-Saconnex, Palexpo));POMI00;D;ch:1:sloid:92945:0:880367;317;2498652.13;1120755.06
92;Grand-Saconnex, Crêts-Morillon;05,08;05,08 (05 (Thônex, Vallard),08 (Veyrier, douane));MORL01;C;ch:1:sloid:92940:0:624134;43;2498921.91;1120539.19
93;Genève, Intercontinental;05,08;05,08 (05 (Thônex, Vallard),08 (Veyrier, douane));INTR01;T;ch:1:sloid:92840:0:236416;132;2499409.83;1119975.88
94;Grand-Saconnex, Le Pommier;05,08;05,08 (05 (Thônex, Vallard),08 (Veyrier, douane));POMI01;E;ch:1:sloid:92945:0:652619;150;2498668.5;1120722.54
95;Genève, Bout-du-Monde;07;07 (07 (Vernier, Lignon-Tours));BMON02;C;ch:1:sloid:92793:0:409281;111;2501163.24;1115224.75
96;Genève, Mercier;07;07 (07 (Genève, Bout-du-Monde));ISAM01;U;ch:1:sloid:92841:0:392048;82;2499771.45;1118059.01
97;Pédiatrie;07;07 (07 (Genève, Bout-du-Monde));PEDI00;F;ch:1:sloid:3332:0:952094;;2500415.84;1116190.21
98;Genève, Ormeaux;07;07 (07 (Vernier, Lignon-Tours));ORMA00;C;ch:1:sloid:92873:0:621055;250;2499503.94;1118021.26
99;Genève, Athénée;07;07 (07 (Genève, Bout-du-Monde));ATHE03;K;ch:1:sloid:92779:0:38284;223;2500459.73;1117131.59
100;Genève, Aubépine;07;07 (07 (Vernier, Lignon-Tours));AUBE01;I;ch:1:sloid:3333:0:529241;45;2500331.16;1115911.21
101;Carouge GE, Fontenette;07;07 (07 (Vernier, Lignon-Tours));FONT03;M;ch:1:sloid:92674:0:277317;10;2500249.81;1115802.95
102;Genève, Musée art et histoire;07;07 (07 (Vernier, Lignon-Tours));JADA00;N;ch:1:sloid:92851:0:144016;46;2500660.48;1117305.72
103;Vernier, Pont-Butin;07;07 (07 (Genève, Bout-du-Monde));BUTN01;X;ch:1:sloid:93167:0:961201;46;2497395.15;1117853.39
258;Genève, Nations;11,22;11,22 (11 (Genève, Jardin Botanique),22 (Genève, Jardin Botanique));NATI12;G;ch:1:sloid:87058:0:854689;101;2499780.88;1119857.81
259;Genève-Sécheron, gare;11,22;11,22 (11 (Genève-Eaux-Vives, gare),22 (Carouge GE, Rondeau));RIGO00;K;ch:1:sloid:92895:0:826034;255;2500162.49;1119939.58
260;Genève, Jardin Botanique;11,22;11,22 (11 (Genève-Eaux-Vives, gare),22 (Carouge GE, Rondeau));JARB02;U;ch:1:sloid:92843:0:175198;161;2500480.93;1119860.55
261;Genève, Crêts-de-Champel;11,A6;11,A6 (11 (Genève-Eaux-Vives, gare),A6 (Grand-Saconnex, Fret));CCHA01;T;ch:1:sloid:92813:0:99474;33;2501180.05;1115875.95
262;Lancy-Bachet, gare;12;12 (12 (Thônex, Moillesulaz));BHET07;J;ch:1:sloid:87075:0:337873;206;2498887.89;1114411.84
263;Lancy-Bachet, gare;12;12 (12 (Thônex, Moillesulaz));BHET08;A;ch:1:sloid:87075:0:326316;26;2498929.03;1114447.52
264;Thônex, Moillesulaz;12;12 (12 (Lancy-Bachet, gare));MOIL01;A;ch:1:sloid:93118:0:1850;95;2504896.16;1116408.17
265;Genève, Rive;12,17;12,17 (12 (),17 (Annemasse, Parc Montessuit));RIVE00;B;ch:1:sloid:87061:0:681082;105;2500757.25;1117510.57
266;Genève, Terrassière;12,17;12,17 (12 (Thônex, Moillesulaz),17 (Annemasse, Parc Montessuit));TRSI00;T;ch:1:sloid:92910:0:151460;105;2501034.47;1117424.52
267;Genève, Amandolier;12,17;12,17 (12 (Thônex, Moillesulaz),17 (Annemasse, Parc Montessuit));AMDO00;J;ch:1:sloid:92778:0:690317;88;2501953.12;1117301.04
268;Chêne-Bougeries, Grange-Canal;12,17;12,17 (12 (Thônex, Moillesulaz),17 (Annemasse, Parc Montessuit));GCAN00;M;ch:1:sloid:92833:0:4314;105;2502455.19;1117239.13
269;Chêne-Bougeries,Grange-Falquet;12,17;12,17 (12 (Thônex, Moillesulaz),17 (Annemasse, Parc Montessuit));GFAQ00;Y;ch:1:sloid:92706:0:172187;105;2503306.85;1117078.83
270;Chêne-Bougeries, Grangettes;12,17;12,17 (12 (Thônex, Moillesulaz),17 (Annemasse, Parc Montessuit));GRAN00;Q;ch:1:sloid:92694:0:980228;97;2502896.09;1117152.34
271;Chêne-Bourg, Peillonnex;12,17;12,17 (12 (Thônex, Moillesulaz),17 (Annemasse, Parc Montessuit));PEIL00;K;ch:1:sloid:92709:0:442857;105;2504115.33;1116590.87
272;Chêne-Bougeries, Grange-Canal;12,17;12,17 (12 (Lancy-Bachet, gare),17 (Lancy-Pont-Rouge, gare));GCAN01;N;ch:1:sloid:92833:0:133638;285;2502415.65;1117257.01
273;Genève-Eaux-Vives, gare;12,17;12,17 (12 (Thônex, Moillesulaz),17 (Annemasse, Parc Montessuit));GAEV03;B;ch:1:sloid:92829:0:618983;102;2501674.26;1117314.7
274;Chêne-Bougeries,Grange-Falquet;12,17;12,17 (12 (Lancy-Bachet, gare),17 (Lancy-Pont-Rouge, gare));GFAQ01;Z;ch:1:sloid:92706:0:575638;282;2503260.35;1117097.41
275;Chêne-Bourg, Place Favre;12,17;12,17 (12 (Thônex, Moillesulaz),17 (Annemasse, Parc Montessuit));FAVR00;I;ch:1:sloid:92713:0:649381;122;2503805.22;1116754.1
276;Genève-Eaux-Vives, gare;12,17;12,17 (12 (Lancy-Bachet, gare),17 (Lancy-Pont-Rouge, gare));GAEV04;;ch:1:sloid:92829:0:763228;281;2501609.27;1117320.56
277;Chêne-Bourg, Place Favre;12,17;12,17 (12 (Lancy-Bachet, gare),17 (Lancy-Pont-Rouge, gare));FAVR01;H;ch:1:sloid:92713:0:526890;303;2503766.07;1116787.96
278;Genève, Terrassière;12,17;12,17 (12 (Lancy-Bachet, gare),17 (Lancy-Pont-Rouge, gare));TRSI01;U;ch:1:sloid:92910:0:333843;284;2500990.68;1117443.18
279;Genève, Rive;12,17;12,17 (12 (Lancy-Bachet, gare),17 (Lancy-Pont-Rouge, gare));RIVE08;C;ch:1:sloid:87061:0:343130;288;2500710.69;1117532.44
280;Genève, Bel-Air;12,17;12,17 (12 (Lancy-Bachet, gare),17 (Lancy-Pont-Rouge, gare));BAIR06;E;ch:1:sloid:87387:0:544966;288;2500064.13;1117766.02
281;Chêne-Bougeries, Grangettes;12,17;12,17 (12 (Lancy-Bachet, gare),17 (Lancy-Pont-Rouge, gare));GRAN01;R;ch:1:sloid:92694:0:94216;278;2502853.01;1117164.9
282;Genève, Amandolier;12,17;12,17 (12 (Lancy-Bachet, gare),17 (Lancy-Pont-Rouge, gare));AMDO01;I;ch:1:sloid:92778:0:149921;270;2501894.3;1117307.15
283;Genève, Villereuse;12,17;12,17 (12 (Lancy-Bachet, gare),17 (Lancy-Pont-Rouge, gare));VILL01;Y;ch:1:sloid:92924:0:136240;284;2501168.21;1117390.96
284;Genève, Villereuse;12,17;12,17 (12 (Thônex, Moillesulaz),17 (Annemasse, Parc Montessuit));VILL00;X;ch:1:sloid:92924:0:300395;104;2501212.78;1117372.42
285;Genève, Molard;12,17;12,17 (12 (Lancy-Bachet, gare),17 (Lancy-Pont-Rouge, gare));MLRD04;Z;ch:1:sloid:92862:0:143914;289;2500301.75;1117683.3
286;Meyrin, Gravière;14;14 (14 (Bernex, Vailly));GRVI01;A;ch:1:sloid:94961:0:28534;225;2495330.49;1121472.49
287;Bernex, P+R;14;14 (14 (Bernex, Vailly));PRBE01;D;ch:1:sloid:92660:0:689295;;2495222.7;1115129.73
288;Petit-Lancy, Quidort;14;14 (14 (Meyrin, Gravière));QUID01;H;ch:1:sloid:92995:0:127988;43;2498519.61;1116672.77
289;Bernex, Vailly;14;14 (14 (Meyrin, Gravière));VALY03;D;ch:1:sloid:8134:0:824793;;2493573.01;1114656.49
290;Meyrin, Gravière;14;14 (14 (Bernex, Vailly));GRVI02;B;ch:1:sloid:94961:0:177215;45;2495362.6;1121494.71
291;Bernex-P+R;14;14 (14 (Meyrin, Gravière));PRBE02;E;ch:1:sloid:92660:0:759202;;2495269.5;1115112.05
326;Petit-Lancy, Les Esserts;14,40,42;14,40,42 (14 (Meyrin, Gravière),40 (Grand-Lancy, Stade de Genève),42 (Grand-Lancy, Stade de Genève));ESRT01;A;ch:1:sloid:87418:0:906408;64;2497690.9;1116055.82
327;Petit-Lancy, Les Esserts;14,40,42;14,40,42 (14 (Bernex, Vailly),40 (Chancy, douane/Pougny, gare),42 (Avusy, village));ESRT00;B;ch:1:sloid:87418:0:85264;244;2497624.14;1116036.76
328;Confignon, La Dode;14,40,42;14,40,42 (14 (Bernex, Vailly),40 (Chancy, douane/Pougny, gare),42 (Avusy, village));DODE00;S;ch:1:sloid:92758:0:723642;237;2496149.15;1115218.08
329;Onex, Bandol;14,40,A4,42;14,40,A4,42 (14 (Bernex, Vailly),40 (Chancy, douane/Pougny, gare),A4 (Grand-Saconnex, Fret),42 (Avusy, village));BNDL00;V;ch:1:sloid:93027:0:260303;244;2497112.74;1115804.84
330;Confignon, croisée;14,40,A4,42;14,40,A4,42 (14 (Meyrin, Gravière),40 (Grand-Lancy, Stade de Genève),A4 (Grand-Saconnex, Fret),42 (Grand-Lancy, Stade de Genève));CRCO01;A;ch:1:sloid:87386:0:518914;67;2495846.78;1115046.11
331;Confignon, La Dode;14,40,A4,42;14,40,A4,42 (14 (Meyrin, Gravière),40 (Grand-Lancy, Stade de Genève),A4 (Grand-Saconnex, Fret),42 (Grand-Lancy, Stade de Genève));DODE01;T;ch:1:sloid:92758:0:576179;57;2496301.07;1115299.77
332;Onex, Salle communale;14,43,02,40,42;14,43,02,40,42 (14 (Bernex, Vailly),43 (Onex, Vallet / Bernex, Loëx Hôpital),02 (Confignon, Cressy),40 (Chancy, douane/Pougny, gare),42 (Avusy, village));ONEX00;A;ch:1:sloid:87080:0:779455;230;2496629.3;1115525.45
333;Onex, Salle communale;14,43,02,40,42;14,43,02,40,42 (14 (Meyrin, Gravière),43 (Plan-les-Ouates, Bellins),02 (Genève, Plage),40 (Grand-Lancy, Stade de Genève),42 (Grand-Lancy, Stade de Genève));ONEX01;B;ch:1:sloid:87080:0:666795;50;2496684.87;1115561.36
334;Meyrin, Forumeyrin;14,57;14,57 (14 (Meyrin, Gravière),57 (ZIMEYSA, gare));FORU00;K;ch:1:sloid:93010:0:593131;319;2495247.27;1120853.08
335;Meyrin, Vaudagne;14,71;14,71 (14 (Bernex, Vailly),71 (Meyrin, Citadelle));VAUD01;R;ch:1:sloid:93022:0:57285;135;2495035.33;1121080.5
336;Meyrin, Vaudagne;14,71;14,71 (14 (Meyrin, Gravière),71 (Satigny, gare));VAUD00;Q;ch:1:sloid:93022:0:169648;315;2495011;1121115.9
337;Genève, Stand;14,80;14,80 (14 (Meyrin, Gravière),80 (Genève, Bel-Air));STND01;J;ch:1:sloid:92906:0:25202;82;2499848.64;1117734.45
338;Genève, Stand;14,80;14,80 (14 (Bernex, Vailly),80 (Saint-Julien, gare));STND03;K;ch:1:sloid:92906:0:734024;268;2499786.07;1117792.54
339;Genève, Palladium;14,80;14,80 (14 (Meyrin, Gravière),80 (Genève, Bel-Air));PLDI01;S;ch:1:sloid:92874:0:585166;75;2499296.4;1117681.17
340;Genève, Palladium;14,80;14,80 (14 (Bernex, Vailly),80 (Saint-Julien, gare));PLDI00;R;ch:1:sloid:92874:0:704639;254;2499236.55;1117673.77
341;Meyrin, Forumeyrin;14,A3,57;14,A3,57 (14 (Bernex, Vailly),A3 (Grand-Saconnex, Fret),57 (Genève-Aéroport, Terminal));FORU01;L;ch:1:sloid:93010:0:613114;139;2495281.37;1120800.66
342;Grand-Lancy, Curé-Baud;15;15 (15 (Plan-les-Ouates, ZIPLO));BAUD11;N;ch:1:sloid:92982:0:904676;201;2497839.24;1114582.68
343;Plan-les-Ouates, ZIPLO;15;15 (15 (Genève, Nations));ZIPL10;B;ch:1:sloid:93073:0:698684;45;2496854.48;1113665.82
344;Genève, Plainpalais;15;15 (15 (Genève, Nations));PLPA03;B;ch:1:sloid:87907:0:102171;1;2499915.72;1117182.39
345;Genève, Cirque;15;15 (15 (Plan-les-Ouates, ZIPLO));CIRQ02;Q;ch:1:sloid:92804:0:595084;153;2499825.95;1117374.39
346;Grand-Lancy, Curé-Baud;15;15 (15 (Genève, Nations));BAUD10;M;ch:1:sloid:92982:0:949608;21;2497874.86;1114610.34
347;Plan-les-Ouates, Le Rolliet;15;15 (15 (Genève, Nations));LERO10;Q;ch:1:sloid:92984:0:913307;57;2497271.12;1114213.62
348;Grand-Lancy, Palettes;15;15 (15 (Plan-les-Ouates, ZIPLO));PALE01;D;ch:1:sloid:92988:0:232550;352;2498331.55;1114750.16
349;Genève, Môle;15;15 (15 (Genève, Nations));MOLE00;S;ch:1:sloid:92863:0:888140;202;2500215.6;1118817.78
350;Plan-les-Ouates, Le Rolliet;15;15 (15 (Plan-les-Ouates, ZIPLO));LERO11;R;ch:1:sloid:92984:0:267129;237;2497229.89;1114195.33
351;Genève, Maison de la Paix;15;15 (15 (Genève, Nations));MAPA00;W;ch:1:sloid:92825:0:496238;286;2500214.08;1119566.23
352;Plan-les-Ouates, ZIPLO;15;15 (15 (Plan-les-Ouates, ZIPLO));ZIPL11;A;ch:1:sloid:93073:0:42209;225;2496802.38;1113635.98
353;Genève, Nations;15;15 (15 (Genève, Nations));NATI96;Y;ch:1:sloid:92905:0:114474;291;2499894.69;1119679.39
354;Genève, Nations;15;15 (15 (Plan-les-Ouates, ZIPLO));NATI97;Z;ch:1:sloid:92905:0:263736;111;2499928.38;1119658.55
355;Genève, Butini;15;15 (15 (Genève, Nations));BTNI00;C;ch:1:sloid:92795:0:147075;14;2500407.42;1119217.15
356;Genève, Stand;15,01;15,01 (15 (Genève, Nations),01 (Genève, Jardin Botanique));STND02;I;ch:1:sloid:92906:0:639734;352;2499764.6;1117778.25
357;Genève, Mercier;15,01;15,01 (15 (Plan-les-Ouates, ZIPLO),01 (Thônex, Hôpital Trois-Chêne));ISAM02;V;ch:1:sloid:92841:0:455940;217;2499734.91;1118134.15
358;Genève, Goulart;15,01;15,01 (15 (Genève, Nations),01 (Genève, Jardin Botanique));GOUL00;S;ch:1:sloid:92831:0:720144;35;2499893.2;1118180.66
359;Genève, Cirque;15,01;15,01 (15 (Genève, Nations),01 (Genève, Jardin Botanique));CIRQ01;P;ch:1:sloid:92804:0:601267;333;2499808.92;1117424.55
360;Genève, Stand;15,01;15,01 (15 (Plan-les-Ouates, ZIPLO),01 (Thônex, Hôpital Trois-Chêne));STND00;H;ch:1:sloid:92906:0:412298;172;2499755.85;1117741.12
361;Genève, gare Cornavin;15,01,25;15,01,25 (15 (Genève, Nations),01 (Genève, Jardin Botanique),25 (Genève, Jardin Botanique));CVIN14;E;ch:1:sloid:87057:0:408265;39;2500060.09;1118487.04
362;Genève, Uni-Mail;15,17;15,17 (15 (Plan-les-Ouates, ZIPLO),17 (Lancy-Pont-Rouge, gare));UNIM01;O;ch:1:sloid:92915:0:428718;216;2499817.37;1116729.18
363;Carouge GE, Pictet-Thellusson;15,17;15,17 (15 (Plan-les-Ouates, ZIPLO),17 (Lancy-Pont-Rouge, gare));PITH00;N;ch:1:sloid:92842:0:301083;233;2499027.46;1116108.58
364;Genève, Industrielle;15,17;15,17 (15 (Plan-les-Ouates, ZIPLO),17 (Lancy-Pont-Rouge, gare));INDT00;P;ch:1:sloid:92839:0:391795;233;2499248.79;1116264.72
365;Genève, Acacias;15,17;15,17 (15 (Plan-les-Ouates, ZIPLO),17 (Lancy-Pont-Rouge, gare));ACAC00;E;ch:1:sloid:92774:0:667885;233;2499596.31;1116512.84
366;Carouge GE, Pictet-Thellusson;15,17;15,17 (15 (Genève, Nations),17 (Annemasse, Parc Montessuit));PITH01;O;ch:1:sloid:92842:0:760057;53;2499064.23;1116126.86
367;Genève, Industrielle;15,17;15,17 (15 (Genève, Nations),17 (Annemasse, Parc Montessuit));INDT01;Q;ch:1:sloid:92839:0:89036;53;2499285.36;1116283.07
368;Lancy-Pont-Rouge, gare/Etoile;15,17;15,17 (15 (Genève, Nations),17 (Annemasse, Parc Montessuit));ETOI03;G;ch:1:sloid:92679:0:311037;84;2498781.97;1115968.82
369;Genève, Plainpalais;15,17;15,17 (15 (Plan-les-Ouates, ZIPLO),17 (Lancy-Pont-Rouge, gare));PLPA07;A;ch:1:sloid:87907:0:293743;182;2499907.41;1117142.16
370;Lancy-Pont-Rouge, gare/Etoile;15,17;15,17 (15 (Plan-les-Ouates, ZIPLO),17 (Lancy-Pont-Rouge, gare));ETOI02;F;ch:1:sloid:92679:0:838533;264;2498724.29;1115970.98
371;Genève, Uni-Mail;15,17;15,17 (15 (Genève, Nations),17 (Annemasse, Parc Montessuit));UNIM02;P;ch:1:sloid:92915:0:511603;35;2499846.78;1116757.44
372;Grand-Lancy, Lancy Piscine;15,22,23;15,22,23 (15 (Plan-les-Ouates, ZIPLO),22 (Carouge GE, Rondeau),23 (Carouge GE, Tours));PICY00;V;ch:1:sloid:92991:0:733302;167;2498296.34;1115040.32
373;Grand-Lancy, Lancy Piscine;15,22,23;15,22,23 (15 (Genève, Nations),22 (Genève, Jardin Botanique),23 (Grand-Saconnex, Aéroport-P47));PICY01;U;ch:1:sloid:92991:0:250850;347;2498294.63;1115086.86
